City;Month;Min. Temperature °C (°F);Max. Temperature °C (°F);Precipitation / Rainfall mm (in);avg. Sun hours (hours);Rainy days (d)
Lumbarda;May;57.9;69.9;77 (3);11.8;6
Lumbarda;June;65.5;78.1;49 (1);13.0;4
Lumbarda;July;70.2;83.2;26 (1);13.2;3
Lumbarda;August;70.5;83.5;45 (1);12.1;3
Lumbarda;September;63.3;75;119 (4);10.0;6
Lumbarda;October;56.5;67.2;167 (6);7.7;8
Lumbarda;November;50;59.3;228 (8);6.1;10
Lumbarda;December;42.7;51.8;169 (6);5.9;9
Lund;January;29.1;36.2;59 (2);2.2;9
Lund;February;28.5;37.2;50 (1);3.3;8
Lund;March;30.8;42.9;50 (1);5.1;8
Lund;April;37.5;52.6;47 (1);8.4;8
Lund;May;45.4;60.9;58 (2);9.9;8
Lund;June;52;66.1;81 (3);10.4;9
Lund;July;56.7;70.7;80 (3);10.4;10
Lund;August;56.5;69.2;85 (3);9.3;10
Lund;September;51.5;62.8;65 (2);6.8;8
Lund;October;44.4;53.3;65 (2);4.3;8
Lund;November;38.1;44.9;57 (2);2.7;9
Lund;December;32.3;39.1;60 (2);2.0;9
Lyon;January;32.4;43.6;75 (2);4.0;10
Lyon;February;32.2;46.1;62 (2);5.1;8
Lyon;March;36.9;53.9;64 (2);7.3;8
Lyon;April;42.8;60.8;87 (3);9.1;9
Lyon;May;50.1;67.5;95 (3);9.8;10
Lyon;June;57.3;75.8;87 (3);11.1;9
Lyon;July;61.1;79.3;81 (3);11.4;8
Lyon;August;60.5;78.7;81 (3);10.3;7
Lyon;September;54.5;71.3;95 (3);8.1;7
Lyon;October;48.3;62.8;103 (4);6.2;8
Lyon;November;39.5;51.3;107 (4);4.4;10
Lyon;December;33.9;44.8;78 (3);3.9;10
Maasai;January;59.4;79.5;195 (7);10.0;13
Maasai;February;59.9;81.8;110 (4);10.3;11
Maasai;March;60.2;81.1;163 (6);9.6;13
Maasai;April;59.7;78.5;138 (5);8.7;13
Maasai;May;57.9;78;44 (1);9.1;5
Maasai;June;56;78.3;5 (0);9.5;1
Maasai;July;54.4;78.6;1 (0);9.9;0
Maasai;August;55.8;80;4 (0);10.0;1
Maasai;September;57.4;82.2;8 (0);10.4;1
Maasai;October;59.1;82.8;42 (1);10.1;5
Maasai;November;59.6;79.6;143 (5);9.4;11
Maasai;December;59.4;78.1;264 (10);9.4;15
Madrid;January;33.7;49.2;41 (1);5.7;5
Madrid;February;34.4;52.5;34 (1);6.8;4
Madrid;March;38.8;59;40 (1);8.1;4
Madrid;April;43.4;64.2;47 (1);9.4;6
Madrid;May;50.6;72.7;39 (1);11.5;5
Madrid;June;60.3;84.2;16 (0);13.0;3
Madrid;July;65.8;90.4;6 (0);13.1;1
Madrid;August;65.3;89.5;8 (0);12.1;2
Madrid;September;58.6;80.2;22 (0);10.4;3
Madrid;October;50.4;68.5;61 (2);7.8;5
Madrid;November;40.4;55.7;55 (2);6.1;5
Madrid;December;35.2;50.2;46 (1);5.7;5
Malaga;January;48;57.8;60 (2);6.3;6
Malaga;February;48.4;58.5;52 (2);7.1;5
Malaga;March;51;61.7;53 (2);8.3;5
Malaga;April;53.9;65;45 (1);9.7;5
Malaga;May;58.8;70.5;27 (1);11.4;4
Malaga;June;65.6;77.6;9 (0);12.6;1
Malaga;July;70.2;82.4;2 (0);12.5;0
Malaga;August;71;82.4;5 (0);11.4;1
Malaga;September;66.5;76.8;26 (1);10.0;3
Malaga;October;61.1;70.6;58 (2);8.2;6
Malaga;November;53.7;62.9;72 (2);6.9;6
Malaga;December;50.3;59;76 (2);6.0;6
Malmo;January;30.6;36.8;55 (2);2.5;9
Malmo;February;30.1;37.3;44 (1);3.6;7
Malmo;March;32.2;42.3;45 (1);5.3;8
Malmo;April;38.6;51.4;40 (1);8.7;7
Malmo;May;46.6;59.8;44 (1);10.3;7
Malmo;June;53.4;65.5;63 (2);10.7;8
Malmo;July;58.1;70.1;62 (2);10.9;9
Malmo;August;58.2;68.7;71 (2);9.9;9
Malmo;September;53.2;62.5;58 (2);7.2;8
Malmo;October;46.2;53.4;59 (2);4.8;8
Malmo;November;39.8;45.5;54 (2);3.1;9
Malmo;December;33.9;39.8;57 (2);2.4;8
Marin;January;70;83.8;217 (8);8.7;15
Marin;February;69.9;84;178 (7);8.8;13
Marin;March;68.5;83.3;128 (5);8.5;11
Marin;April;65.5;81.5;89 (3);8.6;7
Marin;May;59.3;75;106 (4);7.9;6
Marin;June;57.8;73.4;92 (3);8.1;5
Marin;July;56.8;73.6;74 (2);8.7;5
Marin;August;59.1;78.1;65 (2);9.4;5
Marin;September;62.5;81.6;119 (4);9.2;6
Marin;October;66.1;83.7;159 (6);9.2;10
Marin;November;67;83.2;160 (6);9.2;10
Marin;December;69.2;84.3;174 (6);9.3;12
Marlborough;January;19.3;34.1;89 (3);6.0;7
Marlborough;February;21.3;37.2;79 (3);6.8;7
Marlborough;March;27.8;44.6;106 (4);7.2;7
Marlborough;April;38.9;57.2;94 (3);8.2;8
Marlborough;May;49.4;67.3;84 (3);8.5;8
Marlborough;June;59;76.1;92 (3);9.6;8
Marlborough;July;65.3;82.4;81 (3);10.5;7
Marlborough;August;64.3;80.4;94 (3);9.5;7
Marlborough;September;57.9;73.3;88 (3);7.7;6
Marlborough;October;46.8;60.7;98 (3);6.5;7
Marlborough;November;36.6;49.7;84 (3);6.0;7
Marlborough;December;26.8;39.4;106 (4);5.5;7
Marrakesh;January;36.8;63.5;35 (1);7.7;4
Marrakesh;February;39.3;66.2;33 (1);8.2;4
Marrakesh;March;44.4;72.6;41 (1);9.1;5
Marrakesh;April;49.1;76.3;37 (1);9.5;4
Marrakesh;May;54.3;82.8;19 (0);10.5;4
Marrakesh;June;60.4;90.9;8 (0);11.9;2
Marrakesh;July;65;97;3 (0);12.4;1
Marrakesh;August;66.2;96.9;7 (0);11.7;2
Marrakesh;September;61.3;88.1;14 (0);10.0;2
Marrakesh;October;55.5;81.4;25 (0);9.0;3
Marrakesh;November;45.5;70.5;37 (1);8.1;4
Marrakesh;December;39.6;65.7;29 (1);7.9;4
Marseille;January;40.3;50.6;61 (2);6.6;6
Marseille;February;39.6;51.7;44 (1);7.8;4
Marseille;March;44.1;57.2;39 (1);9.1;4
Marseille;April;49.3;62.2;60 (2);10.5;5
Marseille;May;55.6;68.7;42 (1);12.0;4
Marseille;June;62.9;76.8;21 (0);13.1;3
Marseille;July;67;81.1;10 (0);13.0;1
Marseille;August;67;81.2;14 (0);11.9;2
Marseille;September;61.6;74.4;66 (2);10.2;4
Marseille;October;56.2;67.1;89 (3);8.1;6
Marseille;November;48;57.7;96 (3);7.1;8
Marseille;December;42.3;52.3;60 (2);6.5;6
Medellin;January;52.9;69.9;147 (5);6.5;17
Medellin;February;53.1;70.7;180 (7);6.5;17
Medellin;March;53.5;71;277 (10);6.5;20
Medellin;April;54.2;70.2;347 (13);6.6;20
Medellin;May;54.4;69.9;346 (13);7.0;21
Medellin;June;52.8;70.7;216 (8);8.1;19
Medellin;July;51.7;71.6;178 (7);8.7;18
Medellin;August;51.9;72.6;184 (7);8.6;19
Medellin;September;52.9;71.3;255 (10);7.5;20
Medellin;October;54;69;321 (12);6.2;21
Medellin;November;54.4;68.1;304 (11);5.6;21
Medellin;December;53.6;69;203 (7);6.1;18
Melbourne;January;59.8;78.7;50 (1);9.5;5
Melbourne;February;60;78;46 (1);8.6;4
Melbourne;March;57.4;74.4;36 (1);7.6;4
Melbourne;April;52.6;67.7;50 (1);6.4;5
Melbourne;May;48.9;61;47 (1);5.4;7
Melbourne;June;45.4;56.3;54 (2);5.1;8
Melbourne;July;44.5;55.3;49 (1);5.4;8
Melbourne;August;45;56.9;57 (2);5.9;9
Melbourne;September;47.4;61.4;65 (2);7.0;9
Melbourne;October;50.1;66;64 (2);7.8;8
Melbourne;November;53.7;70.8;65 (2);8.6;7
Melbourne;December;56.5;74.7;62 (2);9.5;6
Merida;January;66.2;83.3;23 (0);7.0;3
Merida;February;68;87;17 (0);8.0;2
Merida;March;70;91.2;16 (0);9.1;3
Merida;April;73.2;95.2;26 (1);9.7;4
Merida;May;75.9;96.1;53 (2);10.2;6
Merida;June;76.2;93;123 (4);9.7;13
Merida;July;75.8;93.6;89 (3);10.1;12
Merida;August;76;93.6;102 (4);9.7;13
Merida;September;75.6;91.1;141 (5);8.8;14
Merida;October;73.3;87.8;85 (3);7.9;10
Merida;November;69.6;84.9;33 (1);7.3;4
Merida;December;67.8;84.1;26 (1);6.9;3
Mexicali;January;49.4;70.4;9 (0);9.0;1
Mexicali;February;50.8;74.2;12 (0);9.7;2
Mexicali;March;55.3;82.3;6 (0);10.7;1
Mexicali;April;59.3;88.6;2 (0);11.6;0
Mexicali;May;65.6;96.1;0 (0);12.4;0
Mexicali;June;74;105.5;0 (0);12.8;0
Mexicali;July;81.8;108.5;6 (0);12.6;1
Mexicali;August;81.8;107.3;10 (0);11.9;2
Mexicali;September;75.3;101.9;10 (0);11.1;1
Mexicali;October;64.9;90.4;5 (0);10.1;1
Mexicali;November;55.6;77.9;3 (0);9.3;0
Mexicali;December;48.6;68.2;9 (0);8.8;1
Mexico;January;45.2;68.7;26 (1);8.8;4
Mexico;February;47.2;72.6;23 (0);9.5;4
Mexico;March;49.5;75.7;32 (1);10.2;5
Mexico;April;52.6;78.2;53 (2);10.7;7
Mexico;May;54.4;77.5;83 (3);10.4;10
Mexico;June;55.4;73.5;159 (6);8.7;14
Mexico;July;54.1;70.6;171 (6);7.8;18
Mexico;August;54.7;70.9;166 (6);7.5;17
Mexico;September;54.4;69.4;183 (7);6.3;16
Mexico;October;51.6;68.9;108 (4);6.6;11
Mexico;November;48;68.6;37 (1);7.7;5
Mexico;December;46.1;68.8;17 (0);8.7;2
Miami;January;64.7;74;52 (2);6.8;6
Miami;February;66.5;75.6;41 (1);7.4;6
Miami;March;67.9;77.3;53 (2);8.2;6
Miami;April;71.1;80.2;57 (2);9.4;6
Miami;May;74.3;82.5;93 (3);10.1;9
Miami;June;77.6;84.5;163 (6);10.3;15
Miami;July;78.8;85.9;119 (4);10.3;16
Miami;August;79.3;86.3;155 (6);9.8;17
Miami;September;78.1;84.8;162 (6);9.1;16
Miami;October;75.5;82.2;118 (4);8.2;12
Miami;November;70.8;78.5;55 (2);7.4;7
Miami;December;68.2;76;45 (1);6.8;7
Milan;January;29.9;44.2;62 (2);5.2;5
Milan;February;31.4;47.9;61 (2);6.2;5
Milan;March;37.6;56.4;72 (2);7.8;6
Milan;April;45.1;63.3;103 (4);9.3;8
Milan;May;53;71.3;111 (4);11.2;9
Milan;June;61.1;80;103 (4);12.4;8
Milan;July;65.3;83.8;79 (3);12.4;7
Milan;August;64.9;82.2;104 (4);11.1;8
Milan;September;57.4;73.3;119 (4);9.2;7
Milan;October;49.9;63.5;130 (5);5.9;8
Milan;November;40.6;52.8;147 (5);4.7;8
Milan;December;31.7;45;71 (2);4.9;6
Minas;January;62.8;81;84 (3);9.9;7
Minas;February;63.1;79.1;107 (4);8.7;7
Minas;March;59.8;74.7;100 (3);7.4;7
Minas;April;54.7;69.1;112 (4);6.7;7
Minas;May;49.5;62.5;85 (3);5.7;6
Minas;June;44.8;58;92 (3);5.6;6
Minas;July;43.4;56.8;91 (3);5.8;6
Minas;August;45.3;60.3;97 (3);6.5;6
Minas;September;47;62.7;93 (3);6.6;6
Minas;October;51.2;67.4;114 (4);7.3;7
Minas;November;54.9;72.8;102 (4);9.4;7
Minas;December;59.5;78.1;91 (3);10.1;7
Mont;January;8.1;23.5;79 (3);4.7;8
Mont;February;10.7;27.2;66 (2);5.5;8
Mont;March;20.8;37.2;76 (2);6.8;8
Mont;April;34.1;52.1;106 (4);8.1;9
Mont;May;47.8;66.1;105 (4);9.6;9
Mont;June;58.1;74.2;114 (4);10.5;9
Mont;July;63.6;78.7;106 (4);11.0;10
Mont;August;62.5;76.9;105 (4);9.7;8
Mont;September;55.8;70.4;100 (3);7.9;7
Mont;October;43.9;55.9;116 (4);6.0;9
Mont;November;32.1;43.1;93 (3);4.5;9
Mont;December;17.7;30;93 (3);4.0;9
Monterey;January;44.5;66.9;84 (3);7.6;4
Monterey;February;44.5;66.7;89 (3);7.6;5
Monterey;March;47.2;70.4;54 (2);8.3;4
Monterey;April;49.7;73.9;19 (0);9.0;2
Monterey;May;54.2;77.5;11 (0);9.1;1
Monterey;June;59.1;83;3 (0);10.2;0
Monterey;July;64.6;88.7;2 (0);11.3;0
Monterey;August;65;89.9;0 (0);10.8;0
Monterey;September;62.8;88;4 (0);9.5;1
Monterey;October;56.7;81;17 (0);8.3;2
Monterey;November;50.1;73.3;21 (0);7.9;2
Monterey;December;44.1;65.6;53 (2);7.4;4
Montevideo;January;68.2;78.4;70 (2);11.2;5
Montevideo;February;68.3;77.4;99 (3);10.1;6
Montevideo;March;65.3;74.1;103 (4);8.7;6
Montevideo;April;60.4;68.7;111 (4);7.7;7
Montevideo;May;55.1;62.3;93 (3);6.5;6
Montevideo;June;50.2;57.7;91 (3);6.3;7
Montevideo;July;48;55.8;98 (3);6.4;7
Montevideo;August;49.6;58.6;100 (3);7.1;6
Montevideo;September;51.9;60.7;96 (3);7.5;6
Montevideo;October;56.3;65.5;117 (4);8.5;7
Montevideo;November;60.4;70.9;107 (4);10.4;6
Montevideo;December;64.8;75.5;78 (3);11.2;5
Montreal;January;8.1;23.5;79 (3);4.7;8
Montreal;February;10.7;27.2;66 (2);5.5;8
Montreal;March;20.8;37.2;76 (2);6.8;8
Montreal;April;34.1;52.1;106 (4);8.1;9
Montreal;May;47.8;66.1;105 (4);9.6;9
Montreal;June;58.1;74.2;114 (4);10.5;9
Montreal;July;63.6;78.7;106 (4);11.0;10
Montreal;August;62.5;76.9;105 (4);9.7;8
Montreal;September;55.8;70.4;100 (3);7.9;7
Montreal;October;43.9;55.9;116 (4);6.0;9
Montreal;November;32.1;43.1;93 (3);4.5;9
Montreal;December;17.7;30;93 (3);4.0;9
Moscow;January;12.8;21.8;46 (1);1.2;9
Moscow;February;12.7;23.1;40 (1);2.4;8
Moscow;March;20.1;33.4;39 (1);5.4;7
Moscow;April;32.5;50.6;41 (1);8.9;7
Moscow;May;45.4;63.8;60 (2);11.5;8
Moscow;June;53.2;69.7;75 (2);12.1;9
Moscow;July;59.5;75.1;80 (3);11.8;9
Moscow;August;56.2;71.5;73 (2);9.8;8
Moscow;September;47.2;60.5;63 (2);6.4;7
Moscow;October;37.5;46.8;64 (2);3.4;9
Moscow;November;27.5;34.5;51 (2);1.8;8
Moscow;December;19.8;27.4;46 (1);1.1;9
Mostar;January;28.2;43;143 (5);5.0;8
Mostar;February;29.1;45.3;139 (5);5.5;8
Mostar;March;34.5;52.7;136 (5);7.0;8
Mostar;April;41.8;61.1;157 (6);8.8;10
Mostar;May;49.2;69.1;113 (4);10.7;9
Mostar;June;56.4;77.2;71 (2);12.2;7
Mostar;July;60.8;82.6;47 (1);12.7;5
Mostar;August;61.3;83.8;53 (2);11.7;5
Mostar;September;53.8;72.7;133 (5);9.3;7
Mostar;October;46.3;63.8;184 (7);7.1;8
Mostar;November;39.2;54.2;234 (9);5.3;10
Mostar;December;30.5;44.9;188 (7);5.0;9
Mumbai;January;65.8;84.9;0 (0);9.9;0
Mumbai;February;67.2;86.3;1 (0);10.1;0
Mumbai;March;71.1;89.7;0 (0);10.5;0
Mumbai;April;75.2;91;0 (0);10.6;0
Mumbai;May;79.1;90.4;27 (1);9.9;3
Mumbai;June;78.6;85;487 (19);8.8;18
Mumbai;July;76.8;81.2;661 (26);8.8;22
Mumbai;August;76.1;80.9;459 (18);9.0;22
Mumbai;September;75.9;82.8;300 (11);8.5;18
Mumbai;October;75.1;87.8;66 (2);9.7;6
Mumbai;November;72.4;89.3;6 (0);10.0;1
Mumbai;December;68.3;86.8;5 (0);9.8;0
Muscat;January;60.8;73.9;18 (0);9.0;2
Muscat;February;62.9;76.6;15 (0);9.8;1
Muscat;March;67.5;81.9;18 (0);10.5;2
Muscat;April;74.6;89.5;7 (0);11.4;1
Muscat;May;81.3;96.3;0 (0);11.9;0
Muscat;June;83.8;97.4;10 (0);12.1;0
Muscat;July;84.2;95.9;4 (0);12.0;0
Muscat;August;82.1;94.2;1 (0);11.6;0
Muscat;September;79.2;92.8;0 (0);11.0;0
Muscat;October;75.1;90.4;1 (0);10.4;1
Muscat;November;69.1;82.5;13 (0);9.6;1
Muscat;December;63.6;76.3;13 (0);9.0;2
Nadi;January;57.7;82.2;2 (0);9.7;0
Nadi;February;60.8;86.8;1 (0);10.2;0
Nadi;March;67.5;95;1 (0);10.8;0
Nadi;April;74.5;101.8;1 (0);11.4;0
Nadi;May;79.9;103.4;1 (0);11.3;0
Nadi;June;81.6;97.5;82 (3);9.4;5
Nadi;July;78.6;88.2;302 (11);7.4;15
Nadi;August;77.2;86.3;251 (9);6.4;15
Nadi;September;76.5;89;124 (4);8.0;8
Nadi;October;72.1;93.6;18 (0);10.1;2
Nadi;November;66.5;90.1;4 (0);9.9;1
Nadi;December;60.2;84.3;1 (0);9.6;0
Nafplio;January;40.2;53.1;64 (2);5.0;7
Nafplio;February;40.8;55.3;64 (2);5.8;7
Nafplio;March;43.8;61.5;61 (2);7.6;6
Nafplio;April;49.5;68.7;33 (1);9.8;4
Nafplio;May;57.7;78.5;29 (1);11.6;4
Nafplio;June;66.3;87.8;17 (0);12.6;2
Nafplio;July;71.7;92.7;8 (0);12.8;1
Nafplio;August;71.9;91.8;11 (0);11.9;1
Nafplio;September;66.1;83.1;31 (1);9.9;3
Nafplio;October;58.1;72.9;40 (1);7.4;5
Nafplio;November;50.3;63.6;61 (2);5.6;5
Nafplio;December;43.1;55.5;69 (2);4.8;7
Nairobi;January;57.8;78.5;37 (1);9.5;5
Nairobi;February;58.7;80.3;34 (1);9.6;4
Nairobi;March;59.9;79.7;62 (2);8.5;9
Nairobi;April;60.2;75.9;125 (4);6.6;16
Nairobi;May;58.5;73.6;102 (4);5.7;13
Nairobi;June;56;72;48 (1);4.6;7
Nairobi;July;54;71.5;20 (0);4.2;3
Nairobi;August;54.6;72.2;28 (1);4.3;4
Nairobi;September;55.7;75.7;20 (0);6.5;3
Nairobi;October;58.1;77.1;49 (1);7.2;8
Nairobi;November;58.4;73.8;94 (3);6.4;14
Nairobi;December;57.8;75.2;55 (2);8.1;9
Naivasha;January;54.6;74.2;83 (3);9.5;7
Naivasha;February;54.6;76.1;67 (2);9.8;5
Naivasha;March;55.7;75.2;130 (5);9.0;9
Naivasha;April;56.9;71.4;194 (7);6.7;16
Naivasha;May;55.9;69.1;143 (5);5.6;15
Naivasha;June;53.9;67.3;77 (3);5.1;12
Naivasha;July;52.5;66.3;45 (1);4.6;9
Naivasha;August;52.4;67;57 (2);5.0;9
Naivasha;September;52.9;69.4;57 (2);7.0;9
Naivasha;October;54.7;70.5;96 (3);7.2;12
Naivasha;November;55;69.9;168 (6);6.8;15
Naivasha;December;54.7;71.6;127 (5);8.3;10
Nakuru;January;54.7;75.9;21 (0);10.3;3
Nakuru;February;54.5;78.9;21 (0);10.6;2
Nakuru;March;55.1;78.7;53 (2);10.2;5
Nakuru;April;55.4;74.8;109 (4);9.4;9
Nakuru;May;54.7;73;74 (2);9.4;7
Nakuru;June;53.2;71.7;53 (2);9.1;7
Nakuru;July;52.1;70;61 (2);8.3;9
Nakuru;August;52.1;70.3;78 (3);8.5;9
Nakuru;September;52;72.8;53 (2);9.8;6
Nakuru;October;53.6;73.2;94 (3);9.4;9
Nakuru;November;54.7;71.4;100 (3);8.5;11
Nakuru;December;54.8;72.8;45 (1);9.3;6
Nantes;January;38.6;47.9;76 (2);3.4;8
Nantes;February;37.9;49.2;60 (2);4.6;8
Nantes;March;41;54.2;55 (2);6.1;7
Nantes;April;44.8;59.4;62 (2);7.7;8
Nantes;May;50.5;65;66 (2);8.0;8
Nantes;June;56.4;71.7;49 (1);9.1;7
Nantes;July;59.5;74.7;45 (1);9.0;6
Nantes;August;59.2;74.6;49 (1);8.6;6
Nantes;September;55.4;70.9;52 (2);7.6;6
Nantes;October;51;63.1;77 (3);5.6;9
Nantes;November;44.4;54.2;76 (2);4.4;9
Nantes;December;39.6;49;81 (3);3.9;9
Naples;January;43.6;52.8;128 (5);6.3;9
Naples;February;43.5;53.5;106 (4);7.2;8
Naples;March;46.5;57.9;99 (3);8.5;7
Naples;April;51.1;63.3;81 (3);10.0;7
Naples;May;57.7;70.1;47 (1);11.4;4
Naples;June;65.1;77.8;21 (0);12.4;3
Naples;July;70;82.7;12 (0);12.4;2
Naples;August;70.9;83.7;20 (0);11.6;2
Naples;September;65.1;76.5;87 (3);10.0;6
Naples;October;59.3;69.7;133 (5);8.3;8
Naples;November;52.7;61.9;195 (7);7.0;10
Naples;December;46.2;55.1;151 (5);6.4;10
Narok;January;25.3;35;47 (1);3.4;8
Narok;February;26.6;38.3;40 (1);4.3;7
Narok;March;31.7;46.8;53 (2);5.8;9
Narok;April;40;58.2;48 (1);8.7;7
Narok;May;48.9;66.4;69 (2);10.2;9
Narok;June;55.6;72.3;76 (2);11.0;9
Narok;July;59.3;75.9;100 (3);11.3;10
Narok;August;58.8;75.8;61 (2);10.5;8
Narok;September;51.6;67.1;66 (2);7.6;8
Narok;October;44.1;57.1;49 (1);5.3;8
Narok;November;37.3;47.1;48 (1);4.0;8
Narok;December;29.4;38.1;48 (1);3.3;8
Nashville;January;31.8;47;103 (4);5.5;8
Nashville;February;34.5;51.3;119 (4);6.0;8
Nashville;March;41.4;60.2;127 (5);7.2;9
Nashville;April;50.8;70.2;129 (5);9.0;8
Nashville;May;59.8;78.1;128 (5);9.8;9
Nashville;June;67.9;85.9;103 (4);10.8;9
Nashville;July;71.3;88.6;108 (4);10.6;10
Nashville;August;70.9;88.4;83 (3);10.0;8
Nashville;September;64.7;82.7;85 (3);8.9;6
Nashville;October;53.5;71.6;91 (3);7.5;6
Nashville;November;43;59.5;102 (4);6.6;7
Nashville;December;35.5;49.9;134 (5);5.2;8
Near;January;19;33.7;58 (2);4.5;9
Near;February;21.2;37;59 (2);5.0;9
Near;March;28;45.3;75 (2);6.8;10
Near;April;37;56.7;101 (3);8.6;12
Near;May;45.7;64.7;133 (5);9.8;14
Near;June;52.2;70.2;153 (6);10.3;13
Near;July;55.5;73.3;146 (5);10.4;13
Near;August;55.5;73.9;121 (4);9.8;11
Near;September;47.8;65.3;99 (3);7.7;9
Near;October;39.2;56.4;72 (2);6.3;8
Near;November;32.1;47.1;65 (2);5.6;8
Near;December;22.9;36.1;69 (2);4.4;9
New Delhi;January;45.8;68;23 (0);8.2;2
New Delhi;February;51;74.4;33 (1);9.4;3
New Delhi;March;59.4;85.7;20 (0);10.6;3
New Delhi;April;69.8;98.1;14 (0);11.5;3
New Delhi;May;77.6;103.3;20 (0);12.1;4
New Delhi;June;81.6;100.8;74 (2);11.8;7
New Delhi;July;79.9;92.6;208 (8);9.5;15
New Delhi;August;78.5;90.1;183 (7);9.0;15
New Delhi;September;75.1;90;99 (3);9.3;8
New Delhi;October;66.5;89.3;13 (0);10.1;2
New Delhi;November;57.5;81.3;5 (0);9.6;1
New Delhi;December;48.7;72;8 (0);8.8;1
New Haven;January;25.8;36.9;114 (4);6.0;8
New Haven;February;26.7;38.9;99 (3);7.1;7
New Haven;March;32.4;45.5;129 (5);7.8;8
New Haven;April;41.9;56.3;118 (4);8.6;8
New Haven;May;51.8;65.6;105 (4);8.7;9
New Haven;June;61.5;74.6;103 (4);10.1;8
New Haven;July;68.1;80.9;85 (3);11.0;7
New Haven;August;67.7;79.6;111 (4);9.8;7
New Haven;September;62.1;73.4;111 (4);8.1;7
New Haven;October;51.7;62.3;131 (5);6.8;8
New Haven;November;41.6;51.9;109 (4);6.4;7
New Haven;December;32.7;42.6;140 (5);5.6;9
New;January;45.8;68;23 (0);8.2;2
New;February;51;74.4;33 (1);9.4;3
New;March;59.4;85.7;20 (0);10.6;3
New;April;69.8;98.1;14 (0);11.5;3
New;May;77.6;103.3;20 (0);12.1;4
New;June;81.6;100.8;74 (2);11.8;7
New;July;79.9;92.6;208 (8);9.5;15
New;August;78.5;90.1;183 (7);9.0;15
New;September;75.1;90;99 (3);9.3;8
New;October;66.5;89.3;13 (0);10.1;2
New;November;57.5;81.3;5 (0);9.6;1
New;December;48.7;72;8 (0);8.8;1
Newcastle;January;69.2;79.8;82 (3);9.5;8
Newcastle;February;69.3;78.6;105 (4);9.2;8
Newcastle;March;67.1;76;103 (4);8.6;10
Newcastle;April;62.6;71.5;99 (3);8.1;9
Newcastle;May;57.2;66.7;99 (3);8.0;9
Newcastle;June;53.8;62.5;118 (4);7.4;9
Newcastle;July;51.7;61.7;73 (2);7.8;7
Newcastle;August;52.3;63.9;64 (2);8.6;6
Newcastle;September;56.3;68.9;57 (2);9.4;5
Newcastle;October;60.1;72.2;65 (2);9.4;7
Newcastle;November;63.4;74.8;85 (3);9.7;7
Newcastle;December;66.6;77.8;67 (2);10.1;7
Nice;January;35.7;47.6;71 (2);6.0;6
Nice;February;34.8;48.3;63 (2);7.0;6
Nice;March;39.2;53.6;66 (2);8.5;6
Nice;April;44.5;58.3;88 (3);9.5;8
Nice;May;51.5;64.6;68 (2);10.8;8
Nice;June;59.1;71.9;52 (2);11.6;7
Nice;July;63.6;76.2;31 (1);11.7;5
Nice;August;64;76.5;35 (1);10.8;6
Nice;September;58.3;70;81 (3);9.1;7
Nice;October;52.4;63.2;117 (4);7.0;7
Nice;November;43.7;54.7;138 (5);6.2;8
Nice;December;37.8;49.4;84 (3);5.9;6
Nimes;January;37;50.3;64 (2);6.3;6
Nimes;February;37.1;52.7;41 (1);7.4;4
Nimes;March;41.8;59.7;47 (1);8.7;4
Nimes;April;47.4;65.7;67 (2);10.0;6
Nimes;May;54.1;73.1;54 (2);11.6;6
Nimes;June;62.1;82.5;33 (1);12.9;4
Nimes;July;66.7;87.5;21 (0);12.9;2
Nimes;August;66.2;86.7;35 (1);11.7;3
Nimes;September;59.8;77.6;99 (3);9.7;5
Nimes;October;53.5;68.3;115 (4);7.4;8
Nimes;November;44.6;57.5;101 (3);6.7;7
Nimes;December;38.7;51.6;58 (2);6.2;6
Nizwa;January;55.5;77.3;8 (0);9.4;1
Nizwa;February;58.7;81.7;10 (0);9.9;1
Nizwa;March;64.5;89;20 (0);10.6;2
Nizwa;April;72.5;97.6;12 (0);11.3;1
Nizwa;May;78.8;104.4;5 (0);11.9;1
Nizwa;June;82.1;107.5;7 (0);12.1;1
Nizwa;July;83.2;106.5;16 (0);12.0;2
Nizwa;August;81.6;104.2;15 (0);11.6;3
Nizwa;September;78.4;100.8;2 (0);11.0;1
Nizwa;October;72.9;95.7;6 (0);10.4;1
Nizwa;November;65.4;86.3;12 (0);9.6;1
Nizwa;December;58;80.2;6 (0);9.2;1
Normandy;January;35.2;45.5;181 (7);4.5;13
Normandy;February;34.7;47.5;127 (5);5.7;11
Normandy;March;37.5;52.1;145 (5);6.7;13
Normandy;April;40.6;57.4;122 (4);8.2;12
Normandy;May;46.8;64.1;81 (3);9.0;9
Normandy;June;52.2;69.4;66 (2);8.9;8
Normandy;July;57;77;29 (1);9.4;5
Normandy;August;57.9;77.6;37 (1);8.8;4
Normandy;September;53.1;70.3;67 (2);7.8;6
Normandy;October;46.3;59.3;143 (5);6.2;12
Normandy;November;39.7;49.9;206 (8);4.9;13
Normandy;December;35.2;44.2;182 (7);4.3;13
North;January;39;58;22 (0);8.5;3
North;February;41.1;62.1;26 (1);9.0;3
North;March;47.8;71.2;15 (0);10.5;2
North;April;54.1;78.9;6 (0);11.6;1
North;May;62.5;88;3 (0);12.6;1
North;June;73;98.9;1 (0);13.1;0
North;July;79.7;102.9;5 (0);12.9;1
North;August;77.8;100.5;6 (0);12.1;1
